CustomerID,Recency,Frequency,Monetary,Average_Order_Value,R_Score,F_Score,M_Score,RFM_Score,Segment
12429.0,172,3,2844.88,948.29,3,4,5,345,Need Attention
12431.0,118,11,4807.07,437.01,4,5,5,455,Champions
12432.0,169,3,4016.66,1338.89,3,4,5,345,Need Attention
12433.0,365,2,3787.12,1893.56,1,3,5,135,Lost Customers
12434.0,259,1,286.25,286.25,2,1,2,212,Lost Customers
12435.0,267,1,3978.9900000000002,3978.99,1,1,5,115,Lost Customers
12436.0,99,1,509.01,509.01,5,1,3,513,Potential Loyalists
12437.0,97,11,2811.41,255.58,5,5,5,555,Champions
12438.0,139,1,890.0699999999999,890.07,4,1,4,414,Potential Loyalists
12441.0,366,1,173.55,173.55,1,1,1,111,Lost Customers
12444.0,121,2,2627.27,1313.64,4,3,5,435,Potential Loyalists
12447.0,242,1,476.49,476.49,2,1,3,213,Lost Customers
12449.0,91,3,2724.58,908.19,5,4,5,545,Champions
12450.0,155,2,197.88,98.94,3,3,1,331,Need Attention
12451.0,217,2,5307.82,2653.91,2,3,5,235,Lost Customers
12453.0,133,1,707.09,707.09,4,1,3,413,Potential Loyalists
12455.0,127,5,2176.36,435.27,4,4,5,445,Champions
12456.0,130,2,2265.4,1132.7,4,3,5,435,Potential Loyalists
12457.0,233,3,1067.25,355.75,2,4,4,244,At Risk
12458.0,284,1,441.92,441.92,1,1,3,113,Lost Customers
12461.0,93,2,826.88,413.44,5,3,4,534,Potential Loyalists
12462.0,302,1,762.11,762.11,1,1,3,113,Lost Customers
12463.0,174,3,985.7900000000001,328.6,3,4,4,344,Need Attention
12464.0,105,6,780.55,130.09,5,5,4,554,Champions
12465.0,168,1,440.94,440.94,3,1,3,313,Need Attention
12468.0,187,2,729.54,364.77,3,3,3,333,Need Attention
12471.0,106,19,11081.0,583.21,5,5,5,555,Champions
12472.0,138,5,4927.6,985.52,4,4,5,445,Champions
12473.0,114,2,1175.75,587.88,4,3,4,434,Potential Loyalists
12474.0,98,13,4362.06,335.54,5,5,5,555,Champions
12476.0,140,6,3191.67,531.95,4,5,5,455,Champions
12477.0,100,3,8834.03,2944.68,5,4,5,545,Champions
12480.0,142,3,2144.95,714.98,4,4,5,445,Champions
12481.0,179,8,4085.26,510.66,3,5,5,355,Need Attention
12483.0,98,6,1624.06,270.68,5,5,4,554,Champions
12484.0,100,4,3658.65,914.66,5,4,5,545,Champions
12489.0,335,1,334.93,334.93,1,1,2,112,Lost Customers
12490.0,92,6,3552.59,592.1,5,5,5,555,Champions
12492.0,104,1,126.39000000000001,126.39,5,1,1,511,Potential Loyalists
12493.0,165,2,433.74,216.87,3,3,3,333,Need Attention
12494.0,161,5,868.86,173.77,3,5,4,354,Need Attention
12500.0,106,6,1773.84,295.64,5,5,5,555,Champions
12501.0,336,1,2169.39,2169.39,1,1,5,115,Lost Customers
12502.0,95,5,3723.87,744.77,5,5,5,555,Champions
12506.0,232,1,73.5,73.5,2,1,1,211,Lost Customers
12507.0,133,3,1304.81,434.94,4,4,4,444,Champions
12509.0,283,1,176.5,176.5,1,1,1,111,Lost Customers
12510.0,142,2,982.5699999999999,491.28,4,3,4,434,Potential Loyalists
12513.0,112,1,612.29,612.29,4,1,3,413,Potential Loyalists
12514.0,266,1,1017.6800000000001,1017.68,1,1,4,114,Lost Customers
12515.0,352,1,383.7,383.7,1,1,2,112,Lost Customers
12516.0,180,1,583.2,583.2,3,1,3,313,Need Attention
12517.0,125,2,1521.45,760.72,4,3,4,434,Potential Loyalists
12518.0,109,1,324.83,324.83,5,1,2,512,Potential Loyalists
12520.0,141,4,2045.85,511.46,4,4,5,445,Champions
12521.0,142,1,599.68,599.68,4,1,3,413,Potential Loyalists
12523.0,107,7,1017.75,145.39,5,5,4,554,Champions
12524.0,161,6,3122.48,520.41,3,5,5,355,Need Attention
12526.0,93,1,520.3,520.3,5,1,3,513,Potential Loyalists
12527.0,294,2,284.92,142.46,1,3,2,132,Lost Customers
12528.0,114,4,1287.37,321.84,4,4,4,444,Champions
12530.0,123,3,1221.65,407.22,4,4,4,444,Champions
12534.0,130,1,1089.18,1089.18,4,1,4,414,Potential Loyalists
12535.0,91,2,716.35,358.18,5,3,3,533,Potential Loyalists
12539.0,261,3,4517.69,1505.9,2,4,5,245,At Risk
12540.0,91,11,9246.86,840.62,5,5,5,555,Champions
12541.0,172,2,536.14,268.07,3,3,3,333,Need Attention
12545.0,259,1,628.15,628.15,2,1,3,213,Lost Customers
12547.0,197,2,207.8,103.9,2,3,1,231,Lost Customers
12548.0,165,1,95.19999999999999,95.2,3,1,1,311,Need Attention
12551.0,357,1,168.0,168.0,1,1,1,111,Lost Customers
12553.0,109,7,2419.59,345.66,5,5,5,555,Champions
12556.0,150,1,308.75,308.75,3,1,2,312,Need Attention
12557.0,157,4,9000.960000000001,2250.24,3,4,5,345,Need Attention
12559.0,310,2,561.71,280.86,1,3,3,133,Lost Customers
12560.0,111,2,1436.31,718.16,4,3,4,434,Potential Loyalists
12561.0,302,1,238.85,238.85,1,1,2,112,Lost Customers
12562.0,126,3,1605.23,535.08,4,4,4,444,Champions
12564.0,260,1,456.90000000000003,456.9,2,1,3,213,Lost Customers
12565.0,288,1,145.92000000000002,145.92,1,1,1,111,Lost Customers
12567.0,95,9,7849.9800000000005,872.22,5,5,5,555,Champions
12569.0,91,15,2167.6800000000003,144.51,5,5,5,555,Champions
12571.0,121,1,248.35,248.35,4,1,2,412,Potential Loyalists
12573.0,226,1,160.54000000000002,160.54,2,1,1,211,Lost Customers
12574.0,315,1,218.45000000000002,218.45,1,1,2,112,Lost Customers
12576.0,95,4,936.5500000000001,234.14,5,4,4,544,Champions
12577.0,358,1,195.89,195.89,1,1,1,111,Lost Customers
12578.0,329,1,1608.66,1608.66,1,1,4,114,Lost Customers
12580.0,246,1,415.7,415.7,2,1,3,213,Lost Customers
12582.0,238,2,511.36,255.68,2,3,3,233,Lost Customers
12583.0,106,9,4232.21,470.25,5,5,5,555,Champions
12584.0,126,4,782.59,195.65,4,4,4,444,Champions
12585.0,233,2,2040.1,1020.05,2,3,5,235,Lost Customers
12589.0,144,1,131.5,131.5,3,1,1,311,Need Attention
12590.0,210,2,9864.26,4932.13,2,3,5,235,Lost Customers
12591.0,316,1,452.84999999999997,452.85,1,1,3,113,Lost Customers
12592.0,91,2,437.6,218.8,5,3,3,533,Potential Loyalists
12593.0,108,3,418.1,139.37,5,4,3,543,Loyal Customers
12594.0,120,8,2529.9,316.24,4,5,5,455,Champions
12596.0,241,1,269.95,269.95,2,1,2,212,Lost Customers
12597.0,182,2,1428.81,714.4,3,3,4,334,Need Attention
12598.0,161,4,1584.38,396.1,3,4,4,344,Need Attention
12599.0,126,6,857.04,142.84,4,5,4,454,Champions
12600.0,112,8,1936.56,242.07,4,5,5,455,Champions
12601.0,189,5,577.0600000000001,115.41,2,5,3,253,At Risk
12604.0,261,1,178.5,178.5,2,1,1,211,Lost Customers
12609.0,185,2,800.73,400.36,3,3,4,334,Need Attention
12610.0,105,2,1256.25,628.12,5,3,4,534,Potential Loyalists
12613.0,197,4,1462.52,365.63,2,4,4,244,At Risk
12614.0,277,1,315.6,315.6,1,1,2,112,Lost Customers
12615.0,167,1,634.74,634.74,3,1,3,313,Need Attention
12616.0,94,2,713.3,356.65,5,3,3,533,Potential Loyalists
12619.0,115,5,2087.46,417.49,4,5,5,455,Champions
12620.0,204,1,561.66,561.66,2,1,3,213,Lost Customers
12621.0,99,15,10195.04,679.67,5,5,5,555,Champions
12622.0,231,1,180.1,180.1,2,1,1,211,Lost Customers
12623.0,275,1,305.1,305.1,1,1,2,112,Lost Customers
12624.0,105,2,641.13,320.56,5,3,3,533,Potential Loyalists
12625.0,211,2,2683.82,1341.91,2,3,5,235,Lost Customers
12626.0,112,6,4774.0,795.67,4,5,5,455,Champions
12627.0,95,5,2727.83,545.57,5,5,5,555,Champions
12633.0,129,3,1948.75,649.58,4,4,5,445,Champions
12635.0,154,1,683.64,683.64,3,1,3,313,Need Attention
12637.0,91,7,5658.9,808.41,5,5,5,555,Champions
12639.0,238,1,486.1,486.1,2,1,3,213,Lost Customers
12641.0,114,1,185.9,185.9,4,1,1,411,Potential Loyalists
12642.0,107,1,366.45,366.45,5,1,2,512,Potential Loyalists
12643.0,127,6,3344.64,557.44,4,5,5,455,Champions
12644.0,129,1,477.90999999999997,477.91,4,1,3,413,Potential Loyalists
12645.0,109,3,1310.8600000000001,436.95,5,4,4,544,Champions
12647.0,125,9,2886.71,320.75,4,5,5,455,Champions
12648.0,154,1,318.05,318.05,3,1,2,312,Need Attention
12649.0,106,3,623.51,207.84,5,4,3,543,Loyal Customers
12651.0,334,1,114.0,114.0,1,1,1,111,Lost Customers
12652.0,330,1,919.98,919.98,1,1,4,114,Lost Customers
12653.0,148,2,2209.85,1104.92,3,3,5,335,Need Attention
12654.0,197,3,337.75,112.58,2,4,2,242,At Risk
12656.0,115,3,2820.67,940.22,4,4,5,445,Champions
12662.0,106,7,2653.66,379.09,5,5,5,555,Champions
12664.0,143,3,1957.48,652.49,3,4,5,345,Need Attention
12665.0,324,1,63.0,63.0,1,1,1,111,Lost Customers
12668.0,258,3,2924.4700000000003,974.82,2,4,5,245,At Risk
12669.0,150,3,2744.0299999999997,914.68,3,4,5,345,Need Attention
12670.0,98,3,1634.47,544.82,5,4,4,544,Champions
12672.0,329,1,225.9,225.9,1,1,2,112,Lost Customers
12673.0,326,1,220.9,220.9,1,1,2,112,Lost Customers
12674.0,91,3,1402.0,467.33,5,4,4,544,Champions
12676.0,123,4,998.05,249.51,4,4,4,444,Champions
12678.0,100,9,8282.26,920.25,5,5,5,555,Champions
12679.0,205,2,906.38,453.19,2,3,4,234,Lost Customers
12680.0,112,1,311.78,311.78,4,1,2,412,Potential Loyalists
12681.0,151,15,9866.58,657.77,3,5,5,355,Need Attention
12682.0,100,20,8219.92,411.0,5,5,5,555,Champions
12683.0,92,12,6622.19,551.85,5,5,5,555,Champions
12684.0,170,4,1379.48,344.87,3,4,4,344,Need Attention
12685.0,92,2,1606.42,803.21,5,3,4,534,Potential Loyalists
12686.0,371,1,89.14,89.14,1,1,1,111,Lost Customers
12688.0,113,1,4873.81,4873.81,4,1,5,415,Potential Loyalists
12689.0,127,1,511.03000000000003,511.03,4,1,3,413,Potential Loyalists
12690.0,205,1,389.01,389.01,2,1,2,212,Lost Customers
12691.0,144,4,556.3,139.07,3,4,3,343,Need Attention
12693.0,126,4,855.91,213.98,4,4,4,444,Champions
12694.0,182,1,439.5,439.5,3,1,3,313,Need Attention
12695.0,106,2,333.9,166.95,5,3,2,532,Potential Loyalists
12697.0,130,2,733.91,366.96,4,3,3,433,Potential Loyalists
12700.0,155,2,2149.05,1074.53,3,3,5,335,Need Attention
12701.0,241,1,337.08000000000004,337.08,2,1,2,212,Lost Customers
12704.0,105,3,1100.92,366.97,5,4,4,544,Champions
12705.0,157,4,4162.52,1040.63,3,4,5,345,Need Attention
12707.0,291,1,603.42,603.42,1,1,3,113,Lost Customers
12708.0,101,7,2031.77,290.25,5,5,5,555,Champions
12709.0,95,11,7200.79,654.62,5,5,5,555,Champions
12710.0,96,3,1149.02,383.01,5,4,4,544,Champions
12712.0,106,11,3913.08,355.73,5,5,5,555,Champions
12714.0,106,4,3389.7,847.42,5,4,5,545,Champions
12715.0,105,1,343.36,343.36,5,1,2,512,Potential Loyalists
12716.0,132,1,677.9,677.9,4,1,3,413,Potential Loyalists
12717.0,150,2,1030.98,515.49,3,3,4,334,Need Attention
12720.0,93,17,3689.84,217.05,5,5,5,555,Champions
12721.0,182,4,1698.91,424.73,3,4,5,345,Need Attention
12722.0,114,3,929.65,309.88,4,4,4,444,Champions
12724.0,172,2,280.36,140.18,3,3,2,332,Need Attention
12725.0,370,1,427.8,427.8,1,1,3,113,Lost Customers
12726.0,184,5,1467.32,293.46,3,5,4,354,Need Attention
12727.0,94,6,3337.7,556.28,5,5,5,555,Champions
12728.0,256,3,617.31,205.77,2,4,3,243,At Risk
12729.0,113,1,453.01,453.01,4,1,3,413,Potential Loyalists
12731.0,143,8,11324.25,1415.53,3,5,5,355,Need Attention
12732.0,179,1,236.26000000000002,236.26,3,1,2,312,Need Attention
12733.0,233,1,383.95,383.95,2,1,2,212,Lost Customers
12734.0,352,1,110.39999999999999,110.4,1,1,1,111,Lost Customers
12735.0,314,2,779.5699999999999,389.78,1,3,4,134,Lost Customers
12736.0,332,1,234.0,234.0,1,1,2,112,Lost Customers
12738.0,371,1,155.35,155.35,1,1,1,111,Lost Customers
12739.0,98,1,975.54,975.54,5,1,4,514,Potential Loyalists
12743.0,133,2,540.13,270.06,4,3,3,433,Potential Loyalists
12744.0,144,5,14211.970000000001,2842.39,3,5,5,355,Need Attention
12747.0,109,8,2769.4,346.18,5,5,5,555,Champions
12748.0,92,131,13666.76,104.33,5,5,5,555,Champions
12749.0,130,3,2755.23,918.41,4,4,5,445,Champions
12750.0,128,1,275.88,275.88,4,1,2,412,Potential Loyalists
12753.0,135,5,16620.91,3324.18,4,5,5,455,Champions
12754.0,235,3,3010.74,1003.58,2,4,5,245,At Risk
12755.0,280,2,3811.9500000000003,1905.98,1,3,5,135,Lost Customers
12757.0,142,7,5281.08,754.44,4,5,5,455,Champions
12758.0,116,2,2791.59,1395.8,4,3,5,435,Potential Loyalists
12759.0,171,2,1082.52,541.26,3,3,4,334,Need Attention
12763.0,137,2,494.08,247.04,4,3,3,433,Potential Loyalists
12764.0,316,1,1693.88,1693.88,1,1,5,115,Lost Customers
12766.0,148,5,4952.1900000000005,990.44,3,5,5,355,Need Attention
12769.0,238,1,1143.6,1143.6,2,1,4,214,Lost Customers
12770.0,210,1,1351.45,1351.45,2,1,4,214,Lost Customers
12775.0,189,4,1164.68,291.17,2,4,4,244,At Risk
12778.0,182,4,492.06,123.02,3,4,3,343,Need Attention
12779.0,189,7,2999.41,428.49,2,5,5,255,At Risk
12781.0,284,1,549.26,549.26,1,1,3,113,Lost Customers
12782.0,149,4,2078.67,519.67,3,4,5,345,Need Attention
12785.0,363,1,311.95,311.95,1,1,2,112,Lost Customers
12787.0,91,2,344.66,172.33,5,3,2,532,Potential Loyalists
12790.0,191,1,324.92,324.92,2,1,2,212,Lost Customers
12791.0,373,1,192.60000000000002,192.6,1,1,1,111,Lost Customers
12792.0,256,1,400.54,400.54,2,1,2,212,Lost Customers
12793.0,334,2,545.48,272.74,1,3,3,133,Lost Customers
12794.0,98,1,317.0,317.0,5,1,2,512,Potential Loyalists
12797.0,365,1,254.03,254.03,1,1,2,112,Lost Customers
12798.0,170,1,1607.04,1607.04,3,1,4,314,Need Attention
12802.0,186,1,427.58,427.58,3,1,3,313,Need Attention
12808.0,184,2,281.35,140.68,3,3,2,332,Need Attention
12809.0,177,1,489.31,489.31,3,1,3,313,Need Attention
12811.0,260,3,514.85,171.62,2,4,3,243,At Risk
12814.0,101,1,125.92,125.92,5,1,1,511,Potential Loyalists
12815.0,147,2,1063.46,531.73,3,3,4,334,Need Attention
12816.0,95,2,572.2,286.1,5,3,3,533,Potential Loyalists
12817.0,280,1,166.04000000000002,166.04,1,1,1,111,Lost Customers
12818.0,261,1,1542.08,1542.08,2,1,4,214,Lost Customers
12820.0,326,1,170.46,170.46,1,1,1,111,Lost Customers
12821.0,213,1,92.72,92.72,2,1,1,211,Lost Customers
12823.0,126,4,1224.0,306.0,4,4,4,444,Champions
12826.0,178,4,818.62,204.66,3,4,4,344,Need Attention
12828.0,98,3,415.51,138.5,5,4,3,543,Loyal Customers
12829.0,336,2,293.0,146.5,1,3,2,132,Lost Customers
12830.0,133,4,5204.0,1301.0,4,4,5,445,Champions
12831.0,261,1,215.05,215.05,2,1,2,212,Lost Customers
12832.0,97,1,267.8,267.8,5,1,2,512,Potential Loyalists
12833.0,144,1,417.38,417.38,3,1,3,313,Need Attention
12834.0,282,1,312.38,312.38,1,1,2,112,Lost Customers
12836.0,136,3,2112.53,704.18,4,4,5,445,Champions
12837.0,172,1,134.1,134.1,3,1,1,311,Need Attention
12838.0,373,1,390.79,390.79,1,1,2,112,Lost Customers
12839.0,91,9,3097.39,344.15,5,5,5,555,Champions
12840.0,143,4,2726.77,681.69,3,4,5,345,Need Attention
12841.0,106,17,2829.91,166.47,5,5,5,555,Champions
12842.0,308,1,310.73,310.73,1,1,2,112,Lost Customers
12843.0,159,7,1692.31,241.76,3,5,5,355,Need Attention
12844.0,129,1,174.88,174.88,4,1,1,411,Potential Loyalists
12845.0,266,4,354.09000000000003,88.52,1,4,2,142,At Risk
12849.0,268,1,668.85,668.85,1,1,3,113,Lost Customers
12851.0,96,1,131.81,131.81,5,1,1,511,Potential Loyalists
12852.0,294,1,311.55,311.55,1,1,2,112,Lost Customers
12853.0,134,6,1957.1000000000001,326.18,4,5,5,455,Champions
12854.0,240,2,810.37,405.18,2,3,4,234,Lost Customers
12855.0,372,1,38.1,38.1,1,1,1,111,Lost Customers
12857.0,210,2,1106.4,553.2,2,3,4,234,Lost Customers
12864.0,137,1,147.12,147.12,4,1,1,411,Potential Loyalists
12865.0,123,1,981.38,981.38,4,1,4,414,Potential Loyalists
12866.0,282,1,559.12,559.12,1,1,3,113,Lost Customers
12867.0,95,6,3015.96,502.66,5,5,5,555,Champions
12868.0,185,6,1607.0600000000002,267.84,3,5,4,354,Need Attention
12871.0,206,1,132.0,132.0,2,1,1,211,Lost Customers
12872.0,326,2,599.97,299.98,1,3,3,133,Lost Customers
12873.0,281,1,374.0,374.0,1,1,2,112,Lost Customers
12875.0,142,2,343.2300000000001,171.62,4,3,2,432,Potential Loyalists
12876.0,195,1,726.43,726.43,2,1,3,213,Lost Customers
12877.0,124,9,1059.23,117.69,4,5,4,454,Champions
12878.0,235,2,854.99,427.5,2,3,4,234,Lost Customers
12879.0,91,1,140.5,140.5,5,1,1,511,Potential Loyalists
12881.0,275,1,298.0,298.0,1,1,2,112,Lost Customers
12885.0,123,1,645.35,645.35,4,1,3,413,Potential Loyalists
12886.0,219,1,775.0,775.0,2,1,4,214,Lost Customers
12888.0,213,2,354.12,177.06,2,3,2,232,Lost Customers
12891.0,185,3,331.0,110.33,3,4,2,342,Need Attention
12897.0,204,2,216.5,108.25,2,3,2,232,Lost Customers
12901.0,108,19,11639.470000000001,612.6,5,5,5,555,Champions
12902.0,264,1,138.68,138.68,1,1,1,111,Lost Customers
12904.0,171,1,244.69,244.69,3,1,2,312,Need Attention
12908.0,175,2,750.0,375.0,3,3,3,333,Need Attention
12909.0,201,3,1528.37,509.46,2,4,4,244,At Risk
12910.0,133,4,1486.9,371.72,4,4,4,444,Champions
12913.0,282,3,866.39,288.8,1,4,4,144,At Risk
12915.0,148,2,363.65,181.82,3,3,2,332,Need Attention
12916.0,138,4,2944.95,736.24,4,4,5,445,Champions
12917.0,127,1,594.0,594.0,4,1,3,413,Potential Loyalists
12919.0,116,3,441.65,147.22,4,4,3,443,Loyal Customers
12921.0,97,24,10083.47,420.14,5,5,5,555,Champions
12922.0,160,1,405.38,405.38,3,1,2,312,Need Attention
12924.0,197,3,655.27,218.42,2,4,3,243,At Risk
12928.0,147,3,1136.14,378.71,3,4,4,344,Need Attention
12929.0,311,1,117.85,117.85,1,1,1,111,Lost Customers
12930.0,170,1,221.56,221.56,3,1,2,312,Need Attention
12931.0,101,11,32530.7,2957.34,5,5,5,555,Champions
12933.0,170,2,357.49,178.74,3,3,2,332,Need Attention
12935.0,109,4,1535.34,383.84,5,4,4,544,Champions
12937.0,196,2,428.23,214.12,2,3,3,233,Lost Customers
12939.0,137,4,7990.08,1997.52,4,4,5,445,Champions
12942.0,130,3,675.6,225.2,4,4,3,443,Loyal Customers
12944.0,354,1,286.95,286.95,1,1,2,112,Lost Customers
12945.0,287,1,462.95,462.95,1,1,3,113,Lost Customers
12947.0,143,6,1603.99,267.33,3,5,4,354,Need Attention
12948.0,104,4,1423.96,355.99,5,4,4,544,Champions
12949.0,113,7,3449.42,492.77,4,5,5,455,Champions
12951.0,173,5,751.78,150.36,3,5,3,353,Need Attention
12955.0,92,6,1843.36,307.23,5,5,5,555,Champions
12956.0,305,1,108.07,108.07,1,1,1,111,Lost Customers
12957.0,185,4,1715.29,428.82,3,4,5,345,Need Attention
12962.0,112,1,170.54,170.54,4,1,1,411,Potential Loyalists
12963.0,365,1,365.8,365.8,1,1,2,112,Lost Customers
12967.0,357,2,1660.9,830.45,1,3,5,135,Lost Customers
12968.0,111,1,135.95,135.95,4,1,1,411,Potential Loyalists
12970.0,321,2,23.8,11.9,1,3,1,131,Lost Customers
12971.0,91,64,8165.320000000001,127.58,5,5,5,555,Champions
12974.0,197,1,144.8,144.8,2,1,1,211,Lost Customers
12976.0,211,1,738.6,738.6,2,1,3,213,Lost Customers
12977.0,155,1,39.239999999999995,39.24,3,1,1,311,Need Attention
12980.0,157,9,7374.900000000001,819.43,3,5,5,355,Need Attention
12981.0,132,1,187.18,187.18,4,1,1,411,Potential Loyalists
12982.0,242,1,390.54,390.54,2,1,2,212,Lost Customers
12987.0,197,1,304.3,304.3,2,1,2,212,Lost Customers
12988.0,291,1,505.82,505.82,1,1,3,113,Lost Customers
12989.0,157,8,4469.14,558.64,3,5,5,355,Need Attention
12990.0,184,2,263.9,131.95,3,3,2,332,Need Attention
12991.0,111,1,303.56,303.56,4,1,2,412,Potential Loyalists
12993.0,120,3,372.4,124.13,4,4,2,442,Loyal Customers
12994.0,119,2,645.47,322.74,4,3,3,433,Potential Loyalists
12997.0,235,2,608.47,304.24,2,3,3,233,Lost Customers
12999.0,195,3,455.88,151.96,2,4,3,243,At Risk
13000.0,106,3,534.85,178.28,5,4,3,543,Loyal Customers
13001.0,157,11,8582.57,780.23,3,5,5,355,Need Attention
13002.0,317,1,120.95,120.95,1,1,1,111,Lost Customers
13003.0,105,3,149.05,49.68,5,4,1,541,Loyal Customers
13004.0,113,12,3785.09,315.42,4,5,5,455,Champions
13005.0,173,2,513.7,256.85,3,3,3,333,Need Attention
13008.0,322,1,229.47,229.47,1,1,2,112,Lost Customers
13011.0,371,1,50.550000000000004,50.55,1,1,1,111,Lost Customers
13012.0,148,4,1012.3100000000001,253.08,3,4,4,344,Need Attention
13013.0,92,9,3686.09,409.57,5,5,5,555,Champions
13014.0,113,5,2022.48,404.5,4,5,5,455,Champions
13015.0,196,4,1763.04,440.76,2,4,5,245,At Risk
13016.0,122,1,425.25,425.25,4,1,3,413,Potential Loyalists
13018.0,92,18,5075.71,281.98,5,5,5,555,Champions
13021.0,166,4,1152.47,288.12,3,4,4,344,Need Attention
13023.0,129,1,336.4,336.4,4,1,2,412,Potential Loyalists
13026.0,92,3,604.2,201.4,5,4,3,543,Loyal Customers
13027.0,113,6,6912.0,1152.0,4,5,5,455,Champions
13029.0,138,2,773.1999999999999,386.6,4,3,4,434,Potential Loyalists
13030.0,367,1,402.36,402.36,1,1,2,112,Lost Customers
13033.0,356,1,190.55,190.55,1,1,1,111,Lost Customers
13034.0,368,1,165.86,165.86,1,1,1,111,Lost Customers
13035.0,260,1,333.0,333.0,2,1,2,212,Lost Customers
13037.0,137,3,881.07,293.69,4,4,4,444,Champions
13038.0,183,2,591.76,295.88,3,3,3,333,Need Attention
13043.0,272,1,516.42,516.42,1,1,3,113,Lost Customers
13044.0,290,1,560.47,560.47,1,1,3,113,Lost Customers
13045.0,98,1,305.28000000000003,305.28,5,1,2,512,Potential Loyalists
13046.0,265,1,197.72,197.72,1,1,1,111,Lost Customers
13047.0,126,8,2682.01,335.25,4,5,5,455,Champions
13048.0,113,3,1358.55,452.85,4,4,4,444,Champions
13049.0,317,1,153.78000000000003,153.78,1,1,1,111,Lost Customers
13050.0,105,13,4509.74,346.9,5,5,5,555,Champions
13052.0,211,1,348.15000000000003,348.15,2,1,2,212,Lost Customers
13055.0,213,1,344.86,344.86,2,1,2,212,Lost Customers
13058.0,151,1,47.550000000000004,47.55,3,1,1,311,Need Attention
13059.0,249,1,183.4,183.4,2,1,1,211,Lost Customers
